transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,merchant_name,customer_segment,fraud_flag,fraud_type,risk_score,fraud_rule_score,ml_anomaly_score_norm,final_risk_score,final_alert_tier,rules_triggered,alert_tier,chargeback_flag,refund_flag,reversal_flag,net_pnl_impact,fraud_loss,chargeback_loss
TXN-00002826,CUST-001521,2024-01-17,9986.94,Purchase,ATM,Electronics & Technology,Flipkart,Retail,1,Card Not Present Fraud,100,33.33,95.32,75.26,VERY HIGH,6,Yellow,1,0,0,-20303.89,9986.94,10486.29
TXN-00022106,CUST-000639,2024-08-07,6918.25,Purchase,Internet Banking,Retail / General Merchandise,Target,Retail,1,Mule Account,97,36.88,94.63,75.25,VERY HIGH,7,Yellow,1,0,0,-14065.17,6918.25,7264.16
TXN-00019543,CUST-004146,2024-05-12,26405.76,Purchase,ATM,Online Marketplaces,Lazada,Premium,1,First Party Fraud,100,33.33,95.21,75.23,VERY HIGH,6,Yellow,1,0,0,-27277.5,0.0,27726.05
TXN-00026020,CUST-000081,2023-02-26,583116.96,Fee Charge,Internet Banking,Luxury Goods,Hermès,Corporate,1,Card Not Present Fraud,91,39.72,98.24,75.22,VERY HIGH,7,Yellow,0,0,0,-584283.3,583116.96,0.0
TXN-00005529,CUST-007784,2024-01-23,10727.36,Purchase,Branch,Restaurants & Food Delivery,DoorDash,Retail,1,Synthetic Identity,100,33.33,95.06,75.18,VERY HIGH,6,Yellow,1,0,0,-11081.54,0.0,11263.73
TXN-00020542,CUST-002528,2024-09-10,2222.95,Purchase,POS Terminal,Fuel & Petroleum,ExxonMobil,Student,1,Phishing,97,36.88,94.37,75.17,VERY HIGH,7,Yellow,1,0,0,-2296.66,0.0,2334.1
TXN-00013015,CUST-003733,2024-06-28,5586.22,Reversal,Mobile Banking,Financial Services / Money Transfer,Western Union,Retail,1,Account Takeover,100,34.75,93.35,75.17,VERY HIGH,6,Yellow,1,0,1,-11463.36,5586.22,5865.53
TXN-00048654,CUST-006465,2024-11-03,74771.7,Purchase,Branch,Retail / General Merchandise,Best Buy,SME,1,Mule Account,97,33.33,98.48,75.16,VERY HIGH,6,Yellow,1,0,0,-152011.06,74771.7,78510.29
TXN-00017450,CUST-004106,2023-11-28,95414.09,Refund,Mobile Banking,Utilities & Telecom,Vodafone,Private Banking,1,First Party Fraud,98,32.62,98.06,75.13,VERY HIGH,6,Yellow,1,1,0,-210101.93,95414.09,100184.79
TXN-00011218,CUST-003636,2023-10-29,48296.45,Purchase,Mobile Banking,Financial Services / Money Transfer,PayPal,Premium,1,First Party Fraud,96,36.88,95.31,75.1,VERY HIGH,7,Yellow,0,0,0,820.8,0.0,0.0
TXN-00015422,CUST-002680,2023-02-05,14753.29,Purchase,USSD,Luxury Goods,Gucci,Premium,1,Card Not Present Fraud,95,38.3,94.81,75.1,VERY HIGH,7,Yellow,1,0,0,-29993.89,14753.29,15490.95
TXN-00040177,CUST-003549,2023-04-17,3735.29,Purchase,POS Terminal,Financial Services / Money Transfer,PayPal,Retail,1,Phishing,100,34.04,93.91,75.09,VERY HIGH,6,Yellow,1,0,1,-3858.79,0.0,3922.05
TXN-00044235,CUST-002725,2024-04-19,15012.16,Fee Charge,Internet Banking,Restaurants & Food Delivery,Domino's,Retail,1,Identity Theft,100,33.33,94.7,75.08,VERY HIGH,6,Yellow,1,0,0,-15793.09,0.0,15762.77
TXN-00041661,CUST-007151,2023-07-08,111558.42,Transfer,Mobile Banking,Restaurants & Food Delivery,DoorDash,SME,1,Phishing,98,33.33,97.06,75.08,VERY HIGH,6,Yellow,1,0,0,-116913.46,0.0,117136.34
TXN-00025528,CUST-004449,2023-01-12,4994.63,Payment,Mobile Banking,Restaurants & Food Delivery,Uber Eats,Retail,1,Identity Theft,100,33.33,94.68,75.07,VERY HIGH,6,Yellow,1,0,0,-10244.14,4994.63,5244.36
TXN-00022018,CUST-005363,2023-10-20,31732.88,Transfer,Mobile Banking,Healthcare & Pharmacy,Walgreens,Premium,1,Identity Theft,100,33.33,94.64,75.06,VERY HIGH,6,Yellow,1,0,0,-33256.4,0.0,33319.52
TXN-00008697,CUST-000020,2023-08-02,6178.41,Purchase,Mobile Banking,Education,Udemy,Retail,1,Account Takeover,100,33.33,94.63,75.05,VERY HIGH,6,Yellow,1,0,0,-6382.75,0.0,6487.33
TXN-00047260,CUST-005381,2024-11-25,5325.64,Payment,API/Open Banking,Fuel & Petroleum,ExxonMobil,Retail,1,SIM Swap,97,37.59,93.1,75.04,VERY HIGH,7,Yellow,1,0,0,-5597.71,0.0,5591.92
TXN-00000843,CUST-004678,2024-01-17,1943.2,Refund,Internet Banking,Retail / General Merchandise,Walmart,Student,1,Friendly Fraud,100,33.33,94.57,75.04,VERY HIGH,6,Yellow,1,1,0,-2335.95,0.0,2040.36
TXN-00008814,CUST-006362,2023-12-25,31507.11,Payment,ATM,Healthcare & Pharmacy,Apollo Pharmacy,Premium,1,First Party Fraud,100,33.33,94.55,75.03,VERY HIGH,6,Yellow,1,0,0,-33114.13,0.0,33082.47
TXN-00048790,CUST-002733,2024-07-23,8904.48,Purchase,Internet Banking,Restaurants & Food Delivery,McDonald's,Retail,1,Mule Account,100,33.33,94.54,75.03,VERY HIGH,6,Yellow,1,0,0,-9198.62,0.0,9349.7
TXN-00001108,CUST-006135,2024-01-07,7471.43,Deposit,Internet Banking,Grocery & Supermarkets,ALDI,Retail,1,Synthetic Identity,100,33.33,94.48,75.01,VERY HIGH,6,Yellow,1,0,0,-15331.54,7471.43,7845.0
TXN-00029748,CUST-006113,2024-03-31,2120.1,Transfer,Mobile Banking,Retail / General Merchandise,Target,Student,1,First Party Fraud,100,33.33,94.41,74.99,VERY HIGH,6,Yellow,1,0,0,-4342.19,2120.1,2226.11
TXN-00016545,CUST-006018,2023-04-13,14386.31,Interest Credit,ATM,Financial Services / Money Transfer,Wise,Premium,1,Mule Account,100,34.04,93.51,74.97,VERY HIGH,6,Yellow,1,0,0,-15134.5,0.0,15105.63
TXN-00008963,CUST-007442,2023-12-07,9885.53,Fee Charge,Internet Banking,Real Estate,JLL,Retail,1,Friendly Fraud,100,33.33,94.26,74.94,VERY HIGH,6,Yellow,1,0,0,-20285.35,9885.53,10379.81
TXN-00045939,CUST-005809,2023-01-30,22212.81,Purchase,Mobile Banking,Real Estate,JLL,Premium,1,Mule Account,100,31.21,96.5,74.87,VERY HIGH,6,Yellow,1,0,0,-45159.03,22212.81,23323.45
TXN-00030359,CUST-007157,2024-09-14,23746.44,Transfer,ATM,Retail / General Merchandise,Costco,Premium,1,Card Not Present Fraud,99,33.33,95.14,74.86,VERY HIGH,6,Yellow,1,0,0,-24886.73,0.0,24933.76
TXN-00035272,CUST-001249,2024-07-11,1984.08,Card Not Present,Internet Banking,Fuel & Petroleum,TotalEnergies,Student,1,Friendly Fraud,100,33.33,93.94,74.85,VERY HIGH,6,Yellow,1,0,0,-2083.46,0.0,2083.28
TXN-00048290,CUST-005129,2024-10-06,7267.77,Transfer,Mobile Banking,Fuel & Petroleum,Shell,Retail,1,Synthetic Identity,100,33.33,93.95,74.85,VERY HIGH,6,Yellow,1,0,0,-14884.82,7267.77,7631.16
TXN-00040574,CUST-006303,2024-08-24,9048.59,Purchase,ATM,Travel & Airlines,Delta,Premium,1,Synthetic Identity,100,32.62,94.72,74.83,VERY HIGH,6,Yellow,1,0,0,-18396.21,9048.59,9501.02
TXN-00033293,CUST-007336,2024-05-24,6135.29,Fee Charge,ATM,Retail / General Merchandise,Target,Retail,1,Card Not Present Fraud,100,33.33,93.88,74.83,VERY HIGH,6,Yellow,1,0,0,-6454.8,0.0,6442.05
TXN-00041875,CUST-003019,2024-06-08,6859.55,Card Not Present,Internet Banking,Fuel & Petroleum,Chevron,Retail,1,First Party Fraud,100,33.33,93.84,74.82,VERY HIGH,6,Yellow,1,0,0,-7202.93,0.0,7202.53
TXN-00034560,CUST-004731,2024-02-11,3217.68,Card Not Present,POS Terminal,Travel & Airlines,Delta,Retail,1,SIM Swap,100,32.62,94.63,74.81,VERY HIGH,6,Yellow,1,0,0,-6596.53,3217.68,3378.56
TXN-00044854,CUST-001717,2023-11-06,3087.35,Deposit,Internet Banking,Financial Services / Money Transfer,Western Union,Retail,1,Identity Theft,100,34.04,92.88,74.78,VERY HIGH,6,Yellow,1,0,0,-6335.42,3087.35,3241.72
TXN-00032289,CUST-007468,2024-12-08,100218.72,Deposit,Internet Banking,Financial Services / Money Transfer,Western Union,Private Banking,1,Account Takeover,99,31.91,96.47,74.76,VERY HIGH,6,Yellow,1,0,0,-105430.23,0.0,105229.66
TXN-00016182,CUST-003274,2023-01-21,31649.76,Purchase,Mobile Banking,Restaurants & Food Delivery,Uber Eats,Premium,1,First Party Fraud,97,33.33,97.11,74.75,VERY HIGH,6,Yellow,1,0,0,-64344.31,31649.76,33232.25
TXN-00033265,CUST-007737,2023-09-27,2488.29,Withdrawal,Mobile Banking,Grocery & Supermarkets,ALDI,Student,1,Identity Theft,100,33.33,93.61,74.75,VERY HIGH,6,Yellow,1,0,0,-5103.9,2488.29,2612.7
TXN-00020129,CUST-006686,2024-10-18,11159.77,Transfer,Internet Banking,Online Marketplaces,eBay,Retail,1,Authorised Push Payment,100,33.33,93.55,74.73,VERY HIGH,6,Yellow,1,0,0,-11695.89,0.0,11717.76
TXN-00040002,CUST-000622,2023-11-18,7479.24,Card Not Present,Mobile Banking,Grocery & Supermarkets,Sainsbury's,Retail,1,Friendly Fraud,99,33.33,94.67,74.72,VERY HIGH,6,Yellow,1,0,0,-7853.37,0.0,7853.2
TXN-00006115,CUST-005763,2024-11-10,2860.34,Purchase,Internet Banking,Grocery & Supermarkets,Kroger,Student,1,Friendly Fraud,100,33.33,93.52,74.72,VERY HIGH,6,Yellow,1,0,0,-2955.19,0.0,3003.36
TXN-00017244,CUST-006442,2024-06-24,6488.31,Purchase,Branch,Grocery & Supermarkets,Sainsbury's,Retail,1,Synthetic Identity,99,33.33,94.65,74.71,VERY HIGH,6,Yellow,1,0,0,-13190.99,6488.31,6812.73
TXN-00040674,CUST-000342,2023-05-26,42935.96,Purchase,Mobile Banking,Fuel & Petroleum,BP,Premium,1,Synthetic Identity,96,36.17,94.83,74.71,VERY HIGH,7,Yellow,0,0,0,729.66,0.0,0.0
TXN-00015129,CUST-002616,2024-12-26,5724.28,Purchase,Internet Banking,Electronics & Technology,Samsung,Retail,1,First Party Fraud,100,33.33,93.46,74.7,VERY HIGH,6,Yellow,1,0,0,-5913.68,0.0,6010.49
TXN-00022966,CUST-000320,2023-04-15,3515.21,Purchase,POS Terminal,Financial Services / Money Transfer,Wise,Retail,1,Account Takeover,99,34.04,93.75,74.69,VERY HIGH,6,Yellow,1,0,0,-7146.59,3515.21,3690.97
TXN-00019859,CUST-007072,2023-11-09,3317.44,Withdrawal,POS Terminal,Travel & Airlines,United Airlines,Retail,1,SIM Swap,100,33.33,93.4,74.69,VERY HIGH,6,Yellow,1,0,0,-3487.05,0.0,3483.31
TXN-00038030,CUST-000880,2024-07-10,8336.87,Payment,Mobile Banking,Grocery & Supermarkets,Whole Foods,Retail,1,Synthetic Identity,100,33.33,93.42,74.69,VERY HIGH,6,Yellow,1,0,0,-8762.18,0.0,8753.71
TXN-00020617,CUST-001337,2024-12-23,6751.19,Withdrawal,Internet Banking,Hotels & Accommodation,Hyatt,Retail,1,Mule Account,100,33.33,93.41,74.69,VERY HIGH,6,Yellow,1,0,0,-7095.9,0.0,7088.75
TXN-00040894,CUST-001632,2024-01-14,2495.3,Transfer,ATM,Electronics & Technology,Currys,Retail,1,Mule Account,100,33.33,93.38,74.68,VERY HIGH,6,Yellow,1,1,0,-2989.49,0.0,2620.07
TXN-00049112,CUST-004373,2023-03-17,4986.72,Purchase,Mobile Banking,Grocery & Supermarkets,Kroger,Retail,1,SIM Swap,100,33.33,93.27,74.65,VERY HIGH,6,Yellow,1,0,0,-10138.15,4986.72,5236.06
TXN-00009429,CUST-005581,2023-01-05,11818.7,Transfer,Mobile Banking,Grocery & Supermarkets,Kroger,Retail,1,Authorised Push Payment,100,33.33,93.18,74.62,VERY HIGH,6,Yellow,1,0,0,-12386.3,0.0,12409.64
TXN-00041633,CUST-004684,2024-08-02,5414.96,Purchase,POS Terminal,Restaurants & Food Delivery,Domino's,Retail,1,Mule Account,99,33.33,94.33,74.61,VERY HIGH,6,Yellow,1,0,0,-11008.77,5414.96,5685.71
TXN-00049856,CUST-002221,2023-06-03,53679.75,Transfer,Branch,Travel & Airlines,British Airways,SME,1,Synthetic Identity,97,32.62,97.22,74.53,VERY HIGH,6,Yellow,1,0,0,-109936.27,53679.75,56363.74
TXN-00011393,CUST-001589,2023-07-28,5863.03,Interest Credit,Internet Banking,Grocery & Supermarkets,Kroger,Retail,1,Account Takeover,100,33.33,92.67,74.47,VERY HIGH,6,Yellow,1,0,0,-6168.03,0.0,6156.18
TXN-00048602,CUST-005686,2023-02-16,263088.87,Purchase,Mobile Banking,Financial Services / Money Transfer,PayPal,SME,1,SIM Swap,96,33.33,97.3,74.46,VERY HIGH,6,Yellow,0,0,0,4472.03,0.0,0.0
TXN-00008269,CUST-000869,2024-10-15,2042471.73,Refund,Mobile Banking,Retail / General Merchandise,Costco,Corporate,1,Synthetic Identity,88,39.01,99.83,74.4,VERY HIGH,7,Yellow,0,1,0,-2352927.7,2042471.73,0.0
TXN-00002945,CUST-000221,2023-12-16,316033.05,Purchase,Mobile Banking,Utilities & Telecom,Comcast,Private Banking,1,Authorised Push Payment,100,27.66,99.04,74.39,VERY HIGH,5,Yellow,1,0,0,-330412.99,0.0,331834.7
TXN-00002933,CUST-005942,2024-03-28,14566.92,Wire Transfer,Mobile Banking,Online Marketplaces,eBay,Retail,1,First Party Fraud,97,33.33,95.87,74.38,VERY HIGH,6,Yellow,1,0,0,-29789.73,14566.92,15295.27
TXN-00028861,CUST-007356,2024-01-20,45458.65,Transfer,Internet Banking,Healthcare & Pharmacy,Boots,SME,1,First Party Fraud,99,30.5,96.79,74.36,VERY HIGH,6,Yellow,1,0,0,-93099.8,45458.65,47731.58
TXN-00045201,CUST-003055,2023-01-10,145596.5,Withdrawal,Internet Banking,Education,Coursera,Private Banking,1,Account Takeover,98,30.5,97.95,74.36,VERY HIGH,6,Yellow,1,0,0,-298618.69,145596.5,152876.33
TXN-00003025,CUST-007014,2023-11-24,4982.47,Transfer,ATM,Electronics & Technology,Currys,Retail,1,Card Not Present Fraud,100,33.33,92.21,74.33,VERY HIGH,6,Yellow,1,0,0,-5222.03,0.0,5231.59
TXN-00002281,CUST-007721,2023-05-22,10435.61,Transfer,POS Terminal,Financial Services / Money Transfer,Western Union,Premium,1,Card Not Present Fraud,100,31.91,93.86,74.33,VERY HIGH,6,Yellow,1,0,0,-21372.48,10435.61,10957.39
TXN-00036008,CUST-004343,2024-03-16,584090.64,Withdrawal,Mobile Banking,Restaurants & Food Delivery,DoorDash,Corporate,1,Identity Theft,95,34.75,96.34,74.31,VERY HIGH,6,Yellow,1,1,0,-701493.1,0.0,613295.17
TXN-00003895,CUST-001581,2024-04-05,3189.34,Transfer,Mobile Banking,Travel & Airlines,Delta,Retail,1,Synthetic Identity,100,32.62,92.82,74.26,VERY HIGH,6,Yellow,1,0,0,-3342.74,0.0,3348.81
TXN-00044079,CUST-003918,2024-06-20,6028.57,Reversal,Call Centre,Retail / General Merchandise,Amazon,Retail,1,Authorised Push Payment,99,33.33,93.13,74.25,VERY HIGH,6,Yellow,1,0,1,-6342.5,0.0,6330.0
TXN-00043900,CUST-004024,2024-07-18,335498.12,Withdrawal,ATM,Retail / General Merchandise,Target,Corporate,1,Mule Account,100,26.95,99.1,74.16,VERY HIGH,5,Yellow,1,0,1,-688106.84,335498.12,352273.03
TXN-00032912,CUST-007753,2023-12-01,6151.36,Transfer,Internet Banking,Gaming & Gambling,FanDuel,Retail,1,Friendly Fraud,96,36.88,92.1,74.14,VERY HIGH,7,Yellow,0,0,0,11.9,0.0,0.0
TXN-00011113,CUST-002286,2024-01-29,26308.66,Transfer,POS Terminal,Gaming & Gambling,Steam,Retail,1,Synthetic Identity,95,36.88,93.19,74.11,VERY HIGH,7,Yellow,0,0,0,52.18,0.0,0.0
TXN-00047034,CUST-007176,2024-03-27,20856.63,Withdrawal,Mobile Banking,Healthcare & Pharmacy,Walgreens,Premium,1,Synthetic Identity,100,30.5,94.8,74.11,VERY HIGH,6,Yellow,1,0,0,-21920.75,0.0,21899.46
TXN-00043205,CUST-004890,2023-09-08,98928.02,Deposit,Internet Banking,Retail / General Merchandise,Amazon,Private Banking,1,First Party Fraud,98,30.5,97.07,74.1,VERY HIGH,6,Yellow,1,0,0,-104072.62,0.0,103874.42
TXN-00013073,CUST-004844,2023-02-21,4735.04,Purchase,Internet Banking,Grocery & Supermarkets,Kroger,Retail,1,Card Not Present Fraud,100,32.62,92.28,74.1,VERY HIGH,6,Yellow,0,0,0,80.34,0.0,0.0
TXN-00033446,CUST-004268,2023-12-10,2211.25,Refund,Internet Banking,Grocery & Supermarkets,Tesco,Retail,1,Authorised Push Payment,99,32.62,93.45,74.1,VERY HIGH,6,Yellow,1,1,0,-4869.52,2211.25,2321.81
TXN-00021414,CUST-004018,2024-11-03,371060.33,Transfer,Mobile Banking,Retail / General Merchandise,Target,Corporate,1,First Party Fraud,100,26.95,98.9,74.1,VERY HIGH,5,Yellow,1,0,0,-759931.98,371060.33,389613.35
TXN-00034877,CUST-005739,2024-08-31,9595.55,Purchase,Branch,Grocery & Supermarkets,Whole Foods,Retail,1,Phishing,98,33.33,93.7,74.08,VERY HIGH,6,Yellow,1,0,0,-9912.31,0.0,10075.33
TXN-00015947,CUST-004910,2023-07-14,34601.3,Transfer,Mobile Banking,Travel & Airlines,Lufthansa,Premium,1,Identity Theft,94,34.75,96.73,74.08,VERY HIGH,6,Yellow,1,0,0,-70863.93,34601.3,36331.37
TXN-00004712,CUST-001981,2023-07-12,4026.08,Deposit,Internet Banking,Electronics & Technology,Apple Store,Retail,1,Friendly Fraud,100,31.91,92.96,74.06,VERY HIGH,6,Yellow,1,0,0,-4235.57,0.0,4227.38
TXN-00032388,CUST-006525,2023-02-18,1163.58,Purchase,Internet Banking,Financial Services / Money Transfer,Western Union,Retail,1,Mule Account,100,31.91,92.98,74.06,VERY HIGH,6,Yellow,1,0,0,-2365.97,1163.58,1221.76
TXN-00044229,CUST-000273,2024-09-28,247749.58,Transfer,Internet Banking,Healthcare & Pharmacy,Walgreens,Corporate,1,Card Not Present Fraud,100,26.95,98.69,74.04,VERY HIGH,5,Yellow,1,0,1,-507391.6,247749.58,260137.06
TXN-00005225,CUST-002697,2023-01-20,143961.93,Purchase,Mobile Banking,Grocery & Supermarkets,Tesco,Private Banking,1,Identity Theft,100,26.95,98.5,73.98,VERY HIGH,5,Yellow,1,0,0,-148713.04,0.0,151160.03
TXN-00048300,CUST-006974,2024-05-06,1876.66,Withdrawal,Internet Banking,Travel & Airlines,British Airways,Retail,1,Card Not Present Fraud,99,32.62,93.02,73.97,VERY HIGH,6,Yellow,1,0,0,-1972.51,0.0,1970.49
TXN-00029027,CUST-004749,2023-10-21,3575.46,Deposit,ATM,Utilities & Telecom,Comcast,Retail,1,Synthetic Identity,100,31.91,92.65,73.96,VERY HIGH,6,Yellow,1,0,0,-3761.51,0.0,3754.23
TXN-00012880,CUST-005876,2023-03-17,6015.36,Interest Credit,Mobile Banking,Financial Services / Money Transfer,Western Union,Retail,1,Phishing,99,33.33,91.93,73.89,VERY HIGH,6,Yellow,0,0,0,-12.52,0.0,0.0
TXN-00037875,CUST-001414,2023-04-20,4236.0,Chargeback,ATM,Retail / General Merchandise,Target,Retail,1,Mule Account,100,30.5,94.02,73.88,VERY HIGH,6,Yellow,1,0,0,-8692.44,4236.0,4447.8
TXN-00043787,CUST-007675,2023-11-22,88398.74,Purchase,ATM,Entertainment & Streaming,Disney+,Premium,1,SIM Swap,96,32.62,96.14,73.86,VERY HIGH,6,Yellow,0,0,0,1502.64,0.0,0.0
TXN-00002396,CUST-007464,2023-09-22,9247.83,Purchase,Mobile Banking,Utilities & Telecom,Verizon,Retail,1,Synthetic Identity,97,33.33,94.08,73.84,VERY HIGH,6,Yellow,1,0,0,-9669.04,0.0,9710.22
TXN-00015678,CUST-005912,2024-12-27,1238.77,Withdrawal,Internet Banking,Grocery & Supermarkets,Whole Foods,Student,1,Synthetic Identity,100,30.5,93.9,73.84,VERY HIGH,6,Yellow,1,0,0,-2540.89,1238.77,1300.71
TXN-00008489,CUST-006187,2023-03-11,11426.4,Refund,Internet Banking,Financial Services / Money Transfer,MoneyGram,SME,1,Account Takeover,92,37.59,94.92,73.83,VERY HIGH,7,Yellow,1,1,0,-13734.89,0.0,11997.72
TXN-00046077,CUST-005979,2024-08-19,9714.96,Payment,ATM,Financial Services / Money Transfer,PayPal,Premium,1,Friendly Fraud,100,29.79,94.64,73.82,VERY HIGH,6,Yellow,1,0,0,-19925.64,9714.96,10200.71
TXN-00037561,CUST-007388,2023-07-12,7113.7,Purchase,Mobile Banking,Financial Services / Money Transfer,Western Union,NRI / Diaspora,1,Synthetic Identity,98,32.62,93.63,73.81,VERY HIGH,6,Yellow,1,0,0,-14462.42,7113.7,7469.39
TXN-00012202,CUST-001450,2023-05-19,130633.67,Deposit,Mobile Banking,Grocery & Supermarkets,ALDI,Private Banking,1,Mule Account,100,26.95,97.92,73.81,VERY HIGH,5,Yellow,1,0,0,-268060.48,130633.67,137165.35
TXN-00022828,CUST-006029,2023-12-31,57379.8,Transfer,Mobile Banking,Financial Services / Money Transfer,Western Union,SME,1,Authorised Push Payment,95,32.62,97.08,73.79,VERY HIGH,6,Yellow,0,1,0,-65872.35,57379.8,0.0
TXN-00002200,CUST-004026,2023-07-16,165902.36,Withdrawal,Internet Banking,Insurance,Allstate,Corporate,1,Friendly Fraud,97,30.5,97.17,73.78,VERY HIGH,6,Yellow,1,0,0,-174363.73,0.0,174197.48
TXN-00028532,CUST-003039,2023-07-24,5966.37,Withdrawal,Internet Banking,Retail / General Merchandise,Best Buy,Retail,1,Mule Account,97,33.33,93.8,73.76,VERY HIGH,6,Yellow,1,0,0,-12237.22,5966.37,6264.69
TXN-00040988,CUST-004196,2024-06-09,8790.31,Transfer,ATM,Financial Services / Money Transfer,MoneyGram,Retail,1,Friendly Fraud,95,36.88,91.99,73.76,VERY HIGH,7,Yellow,0,0,0,17.11,0.0,0.0
TXN-00026586,CUST-002478,2024-03-24,56377.19,Purchase,Internet Banking,Restaurants & Food Delivery,DoorDash,SME,1,Mule Account,100,26.95,97.7,73.74,VERY HIGH,5,Yellow,1,0,0,-114614.97,56377.19,59196.05
TXN-00047770,CUST-003677,2024-10-04,5557.32,Payment,Mobile Banking,Hotels & Accommodation,Hilton,Retail,1,Card Not Present Fraud,98,33.33,92.51,73.72,VERY HIGH,6,Yellow,1,0,0,-5841.1,0.0,5835.19
TXN-00025733,CUST-004317,2023-11-25,145036.44,Purchase,Internet Banking,Online Marketplaces,Etsy,SME,1,Account Takeover,89,36.88,98.8,73.7,VERY HIGH,7,Yellow,0,1,0,-164326.74,145036.44,0.0
TXN-00017329,CUST-005066,2023-09-30,1456.75,Withdrawal,API/Open Banking,Electronics & Technology,Best Buy,Retail,1,First Party Fraud,100,31.21,92.53,73.68,VERY HIGH,6,Yellow,1,0,0,-1531.4,0.0,1529.59
TXN-00033889,CUST-004540,2024-07-15,2143.85,Transfer,Internet Banking,Financial Services / Money Transfer,PayPal,Retail,1,Friendly Fraud,100,31.21,92.52,73.68,VERY HIGH,6,Yellow,1,0,0,-4390.93,2143.85,2251.04
TXN-00019039,CUST-006695,2024-01-30,63674.44,Transfer,Mobile Banking,Grocery & Supermarkets,Whole Foods,Premium,1,SIM Swap,100,27.66,96.64,73.67,VERY HIGH,5,Yellow,1,0,0,-66731.07,0.0,66858.16
TXN-00007774,CUST-002827,2024-01-04,169486.93,Purchase,Mobile Banking,Financial Services / Money Transfer,PayPal,SME,1,Authorised Push Payment,94,33.33,97.01,73.67,VERY HIGH,6,Yellow,0,0,0,2880.87,0.0,0.0
TXN-00015241,CUST-006140,2024-09-18,54128.2,Purchase,Internet Banking,Hotels & Accommodation,Marriott,SME,1,Friendly Fraud,97,30.5,96.75,73.65,VERY HIGH,6,Yellow,1,0,0,-55914.59,0.0,56834.61
TXN-00024591,CUST-007139,2023-08-26,66138.12,Purchase,Mobile Banking,Crypto Exchanges,Coinbase,Private Banking,1,Authorised Push Payment,100,27.66,96.55,73.65,VERY HIGH,5,Yellow,1,0,0,-68320.97,0.0,69445.03
TXN-00043627,CUST-004704,2024-08-04,26325.67,Purchase,Mobile Banking,Travel & Airlines,Emirates,Premium,1,SIM Swap,90,38.3,95.76,73.63,VERY HIGH,7,Yellow,1,0,0,-27194.8,0.0,27641.95
TXN-00049889,CUST-000218,2024-04-14,75722.81,Refund,Mobile Banking,Electronics & Technology,Apple Store,SME,1,Authorised Push Payment,90,36.88,97.35,73.61,VERY HIGH,7,Yellow,0,1,0,-87232.79,75722.81,0.0
TXN-00021488,CUST-007058,2024-01-01,3249.41,Withdrawal,Internet Banking,Financial Services / Money Transfer,Wise,Retail,1,SIM Swap,99,32.62,91.64,73.56,VERY HIGH,6,Yellow,0,0,0,-3252.87,3249.41,0.0
TXN-00026926,CUST-001679,2024-08-11,3165.55,Purchase,Mobile Banking,Fuel & Petroleum,TotalEnergies,Retail,1,Synthetic Identity,100,30.5,92.94,73.56,VERY HIGH,6,Yellow,1,0,0,-3270.23,0.0,3323.83
TXN-00044453,CUST-006687,2024-04-11,1676.73,Transfer,ATM,Crypto Exchanges,Binance,Retail,1,Friendly Fraud,100,31.21,92.0,73.52,VERY HIGH,6,Yellow,1,0,0,-1757.62,0.0,1760.57
TXN-00036821,CUST-007635,2023-12-29,255095.72,Reversal,Internet Banking,Grocery & Supermarkets,ALDI,Private Banking,1,Account Takeover,93,33.33,97.58,73.49,VERY HIGH,6,Yellow,0,0,1,-255606.19,255095.72,0.0
TXN-00029045,CUST-006928,2023-09-04,25934.31,Purchase,API/Open Banking,Grocery & Supermarkets,Kroger,Premium,1,Account Takeover,95,33.33,95.25,73.49,VERY HIGH,6,Yellow,1,0,0,-26790.49,0.0,27231.03
TXN-00006528,CUST-001943,2024-07-24,122945.76,Payment,POS Terminal,Financial Services / Money Transfer,Wise,SME,1,SIM Swap,96,33.33,94.0,73.47,VERY HIGH,6,Yellow,0,0,0,-123.07,0.0,0.0
TXN-00016926,CUST-004060,2023-04-01,28725.96,Purchase,Internet Banking,Online Marketplaces,Etsy,NRI / Diaspora,1,Phishing,89,39.01,95.57,73.47,VERY HIGH,7,Yellow,0,1,0,-32546.7,28725.96,0.0
TXN-00025678,CUST-005281,2023-12-25,13950.51,Purchase,ATM,Real Estate,Zillow Rental,NRI / Diaspora,1,Friendly Fraud,100,29.08,94.24,73.45,VERY HIGH,6,Yellow,1,0,0,-14411.04,0.0,14648.04
TXN-00002751,CUST-003193,2024-06-01,1374.6,Transfer,Mobile Banking,Crypto Exchanges,Bybit,Student,1,Identity Theft,94,36.88,92.03,73.42,VERY HIGH,7,Yellow,0,0,0,-1371.95,1374.6,0.0
TXN-00004155,CUST-006090,2023-12-31,24267.67,Withdrawal,Mobile Banking,Travel & Airlines,United Airlines,Retail,1,Phishing,94,34.75,94.44,73.39,VERY HIGH,6,Yellow,1,0,0,-25505.65,0.0,25481.05
TXN-00004628,CUST-005672,2024-01-25,2150.34,Payment,Mobile Banking,Travel & Airlines,United Airlines,Retail,1,Synthetic Identity,100,29.79,93.08,73.35,VERY HIGH,6,Yellow,1,0,0,-4410.81,2150.34,2257.86
